loan_type,loan_amount_lakh,borrower_income_lakh,credit_score,tenure_months,default
Services_Priority,3.53,8.22,749,36,0
Personal_NonPriority,1.11,7.89,731,60,0
Services_NonPriority,3.2,9.04,659,12,0
Industry_Priority,1.41,6.59,748,120,0
Industry_Priority,1.84,10.46,690,120,0
Personal_Priority,1.21,4.77,752,12,0
Industry_NonPriority,0.88,6.77,817,60,0
Services_NonPriority,0.57,9.83,709,36,0
Personal_Priority,0.86,4.6,683,12,0
Industry_NonPriority,1.34,3.28,763,60,1
Services_NonPriority,1.85,8.19,783,60,0
Agriculture,2.98,2.91,647,60,0
Services_Priority,1.25,4.1,672,120,0
Services_NonPriority,0.96,10.27,740,36,0
Personal_NonPriority,0.68,7.39,692,60,0
Industry_NonPriority,2.17,11.86,642,60,0
Industry_NonPriority,3.73,4.39,732,24,0
Agriculture,3.48,7.72,740,240,0
Industry_NonPriority,2.49,9.2,679,36,0
Industry_NonPriority,2.39,4.49,703,60,0
Services_Priority,4.51,11.1,665,120,0
Services_Priority,1.99,9.53,634,60,0
Personal_Priority,2.4,3.17,670,24,0
Agriculture,1.34,7.89,704,36,0
Personal_Priority,0.72,9.16,611,24,0
Industry_Priority,1.08,6.23,674,60,0
Personal_Priority,1.62,3.56,705,36,0
Agriculture,1.69,8.84,771,60,0
Personal_NonPriority,5.17,14.63,681,36,0
Industry_NonPriority,1.71,6.84,625,12,0
Services_NonPriority,3.3,12.71,687,36,0
Services_NonPriority,1.25,5.74,666,60,0
Industry_NonPriority,1.35,8.65,733,120,0
Agriculture,0.73,10.31,679,12,0
Industry_NonPriority,1.04,7.97,537,36,0
Industry_NonPriority,2.23,7.11,850,240,0
Services_NonPriority,1.63,10.18,708,36,0
Industry_NonPriority,2.87,13.67,705,120,0
Agriculture,1.81,8.9,607,60,0
Services_Priority,1.32,6.45,612,24,0
Personal_Priority,5.91,7.43,694,60,0
Services_NonPriority,1.54,15.56,720,240,0
Industry_NonPriority,3.27,8.4,742,120,0
Personal_Priority,1.28,6.22,714,60,0
Personal_NonPriority,2.49,4.56,628,60,0
Services_NonPriority,2.84,2.52,549,36,0
Services_Priority,1.84,9.09,693,36,0
Agriculture,0.4,9.96,667,36,0
Industry_Priority,1.65,6.81,624,240,0
Services_Priority,3.41,7.96,749,24,0
Industry_Priority,2.23,4.49,605,36,0
Industry_Priority,2.13,8.4,737,36,0
Services_Priority,0.58,9.44,615,36,0
Industry_Priority,1.06,6.39,708,12,0
Personal_NonPriority,2.08,13.07,756,36,0
Agriculture,2.08,5.49,679,36,0
Industry_NonPriority,3.37,8.85,801,120,0
Industry_NonPriority,1.49,10.54,815,60,0
Personal_NonPriority,2.08,7.77,714,36,0
Agriculture,1.64,7.43,732,60,0
Personal_Priority,0.9,3.71,763,60,0
Personal_NonPriority,0.42,12.07,732,24,0
Personal_NonPriority,2.11,7.49,726,24,0
Personal_NonPriority,1.81,9.61,668,120,0
Services_Priority,1.12,10.02,598,60,0
Industry_Priority,0.62,6.12,616,24,0
Services_NonPriority,2.37,7.41,842,36,0
Personal_NonPriority,1.39,12.0,719,120,0
Industry_NonPriority,2.27,4.65,685,60,0
Industry_NonPriority,4.98,14.38,775,240,0
Services_Priority,0.45,5.77,655,36,1
Services_NonPriority,1.07,4.46,734,12,0
Industry_Priority,1.44,8.4,704,60,0
Personal_Priority,3.9,14.63,727,36,0
Industry_NonPriority,0.61,2.27,679,36,0
Industry_NonPriority,5.2,7.58,642,24,0
Services_Priority,1.77,9.43,650,36,0
Agriculture,1.54,8.1,652,120,0
Services_NonPriority,1.45,9.15,699,60,0
Services_Priority,1.25,5.85,606,24,0
Industry_NonPriority,3.05,6.2,625,60,0
Industry_Priority,0.86,7.55,708,60,0
Industry_NonPriority,2.0,4.61,692,120,0
Industry_NonPriority,1.29,7.87,711,120,0
Agriculture,1.03,6.83,697,12,0
Personal_Priority,7.68,6.59,850,120,0
Agriculture,2.09,8.96,707,12,0
Agriculture,2.35,2.54,677,24,0
Personal_NonPriority,3.22,7.31,706,24,0
Personal_Priority,0.69,14.95,761,24,0
Personal_NonPriority,4.66,4.74,697,120,0
Services_Priority,0.36,11.86,741,60,0
Services_NonPriority,1.03,8.16,723,60,0
Services_NonPriority,1.24,6.19,682,240,0
Industry_NonPriority,2.31,4.04,706,36,0
Industry_NonPriority,1.86,8.42,795,12,0
Industry_NonPriority,1.47,12.36,714,60,0
Personal_Priority,1.62,6.83,640,120,0
Personal_NonPriority,0.91,7.76,680,240,0
Personal_NonPriority,0.66,11.03,573,36,0
Personal_NonPriority,2.52,9.02,708,120,0
Agriculture,2.47,3.28,778,120,0
Services_NonPriority,4.21,8.3,619,24,0
Personal_NonPriority,1.01,12.54,708,60,0
Industry_Priority,2.47,7.89,759,24,1
Agriculture,1.37,-0.22,765,36,0
Services_NonPriority,3.32,9.16,776,120,0
Industry_NonPriority,3.0,7.4,587,120,1
Personal_NonPriority,1.85,2.51,730,60,0
Agriculture,1.33,2.96,609,120,0
Services_NonPriority,2.9,10.93,640,24,0
Industry_Priority,2.4,5.8,749,24,0
Industry_Priority,1.08,5.28,709,24,0
Industry_Priority,0.73,7.89,743,120,0
Personal_NonPriority,1.37,6.07,644,120,0
Services_NonPriority,4.04,8.3,788,60,0
Industry_NonPriority,3.24,7.39,741,240,0
Personal_Priority,0.84,4.4,753,60,0
Personal_NonPriority,0.81,6.47,635,60,0
Personal_Priority,3.5,9.33,770,60,0
Personal_NonPriority,0.82,8.13,681,120,0
Industry_NonPriority,2.21,7.75,663,12,0
Personal_Priority,1.12,13.81,737,24,0
Industry_NonPriority,4.29,10.19,734,36,0
Services_Priority,1.03,10.56,649,120,0
Services_NonPriority,3.23,7.5,823,240,0
Industry_NonPriority,1.82,8.66,808,36,0
Services_Priority,1.89,6.71,736,240,0
Personal_NonPriority,0.5,10.33,725,60,0
Personal_Priority,0.43,7.67,719,36,0
Industry_NonPriority,1.43,8.67,607,120,0
Personal_NonPriority,1.89,8.48,706,60,0
Services_NonPriority,0.83,7.95,705,36,0
Agriculture,0.85,16.81,665,12,0
Personal_NonPriority,2.28,6.0,681,12,0
Services_NonPriority,2.28,5.97,557,60,0
Personal_Priority,1.5,10.08,634,12,0
Agriculture,2.6,6.21,755,60,0
Services_NonPriority,0.8,7.13,803,60,0
Services_NonPriority,1.31,4.74,643,36,0
Industry_NonPriority,4.37,9.47,710,60,0
Personal_NonPriority,1.7,9.51,765,240,0
Services_NonPriority,1.76,7.05,668,24,0
Industry_Priority,6.49,10.14,740,60,0
Services_Priority,0.7,2.43,697,120,0
Services_Priority,2.62,5.88,771,12,0
Services_NonPriority,4.42,7.49,623,24,0
Agriculture,1.34,4.48,633,60,0
Industry_NonPriority,2.73,2.75,716,60,1
Services_NonPriority,0.9,7.08,705,12,0
Personal_NonPriority,1.08,10.08,696,36,0
Personal_Priority,2.05,11.85,734,60,0
Personal_NonPriority,2.63,6.36,644,36,0
Agriculture,3.19,10.2,617,60,0
Personal_NonPriority,4.17,9.91,669,120,0
Agriculture,1.56,11.66,676,36,0
Personal_Priority,3.33,6.95,682,36,0
Services_NonPriority,1.33,2.6,776,60,0
Agriculture,2.8,8.21,746,60,0
Services_Priority,1.84,4.96,731,120,0
Services_NonPriority,2.13,5.83,713,36,0
Services_NonPriority,2.1,7.1,673,60,0
Services_NonPriority,0.62,6.98,648,24,0
Services_NonPriority,0.83,8.42,628,120,0
Industry_NonPriority,1.73,10.11,658,36,0
Services_Priority,0.59,6.9,697,60,0
Personal_Priority,2.68,9.19,630,36,0
Industry_Priority,2.75,8.04,710,12,0
Personal_NonPriority,1.98,10.81,688,36,0
Industry_NonPriority,0.83,7.43,676,24,0
Industry_NonPriority,3.73,7.76,769,36,0
Industry_NonPriority,5.53,6.88,552,36,0
Personal_NonPriority,1.78,7.51,676,24,0
Industry_Priority,2.21,5.65,558,24,0
Industry_NonPriority,1.84,5.35,714,60,0
Industry_NonPriority,2.24,10.33,745,120,0
Services_NonPriority,1.51,4.75,618,36,0
Agriculture,1.59,7.04,626,36,0
Personal_NonPriority,2.8,11.05,598,36,0
Personal_NonPriority,6.65,6.94,703,36,0
Industry_NonPriority,0.7,10.49,679,36,0
Services_NonPriority,1.53,6.23,683,24,0
Personal_NonPriority,0.8,4.85,677,120,0
Services_NonPriority,4.23,3.22,641,120,0
Industry_Priority,1.14,11.94,767,36,0
Industry_NonPriority,0.68,4.59,716,60,0
Services_NonPriority,2.39,10.24,628,36,0
Industry_NonPriority,4.64,5.0,657,12,0
Services_NonPriority,2.42,11.95,647,120,0
Personal_NonPriority,1.84,14.62,784,24,0
Personal_NonPriority,2.08,2.94,742,60,0
Industry_NonPriority,3.8,4.75,692,60,0
Agriculture,0.96,10.32,802,60,1
Personal_NonPriority,1.52,9.54,787,36,0
Personal_NonPriority,1.24,10.33,686,60,0
Agriculture,0.81,6.28,675,12,0
Personal_NonPriority,1.34,13.96,678,12,0
Personal_NonPriority,3.16,8.35,642,120,0
Industry_NonPriority,2.29,4.35,804,60,0
Industry_NonPriority,2.4,7.24,639,120,0
Personal_Priority,1.78,4.39,752,36,0
Agriculture,2.23,12.77,741,36,1
Personal_Priority,1.01,6.02,681,60,0
Personal_NonPriority,1.35,9.48,808,24,0
Agriculture,1.83,6.59,606,60,0
Personal_Priority,1.92,6.15,695,120,0
Personal_Priority,1.97,2.27,670,240,0
Industry_NonPriority,1.5,9.79,757,60,0
Personal_NonPriority,1.3,11.9,721,36,0
Personal_Priority,10.82,5.25,596,120,0
Personal_Priority,2.8,3.36,774,120,0
Services_NonPriority,2.09,10.41,729,120,0
Industry_NonPriority,1.42,3.06,637,60,0
Services_Priority,1.24,11.66,679,120,0
Industry_NonPriority,1.5,5.29,622,12,0
Agriculture,1.94,4.69,689,60,0
Industry_Priority,0.53,8.75,709,12,0
Industry_NonPriority,0.63,4.89,679,60,1
Industry_NonPriority,1.11,5.88,672,60,0
Personal_NonPriority,1.84,9.06,603,12,0
Personal_Priority,1.41,0.71,720,60,0
Industry_NonPriority,3.95,12.93,584,24,0
Services_NonPriority,0.67,8.13,701,24,0
Agriculture,1.04,4.12,592,24,0
Services_NonPriority,4.05,4.95,703,36,0
Industry_Priority,1.76,10.97,699,24,0
Personal_NonPriority,2.77,9.8,724,24,0
Agriculture,5.57,12.16,751,36,1
Industry_NonPriority,1.07,5.95,762,12,0
Agriculture,1.53,8.89,603,36,0
Personal_NonPriority,1.38,9.28,696,60,0
Industry_NonPriority,0.5,10.09,820,60,0
Industry_NonPriority,1.35,11.38,707,240,0
Agriculture,2.76,5.85,650,24,0
Services_NonPriority,2.25,7.66,695,120,0
Industry_Priority,2.36,6.17,676,36,0
Personal_NonPriority,1.3,7.84,629,36,0
Industry_Priority,1.1,10.1,752,36,0
Industry_Priority,3.49,3.04,735,24,0
Agriculture,1.21,11.33,619,36,0
Industry_NonPriority,1.94,4.58,694,120,0
Industry_NonPriority,1.8,7.08,666,120,0
Agriculture,3.91,11.73,603,240,0
Services_NonPriority,2.92,8.98,615,120,0
Industry_NonPriority,0.75,9.02,624,60,0
Industry_NonPriority,0.8,4.46,696,36,0
Industry_NonPriority,2.3,4.87,672,120,1
Industry_NonPriority,1.57,10.82,642,60,0
Industry_NonPriority,1.24,6.23,676,24,0
Industry_Priority,2.99,6.52,744,60,0
Industry_Priority,1.82,10.89,721,36,0
Personal_NonPriority,1.68,4.85,760,60,0
Personal_NonPriority,2.6,8.81,686,120,0
Personal_Priority,1.3,8.13,796,60,0
Services_Priority,4.17,7.99,720,240,0
Services_NonPriority,1.01,6.44,670,120,0
Industry_NonPriority,2.41,6.26,705,24,0
Agriculture,3.85,4.76,625,12,1
Industry_Priority,0.71,9.45,681,36,0
Services_NonPriority,1.32,6.0,725,120,0
Services_NonPriority,3.23,10.91,736,24,0
Agriculture,3.26,7.33,675,60,0
Services_Priority,1.47,4.82,850,36,0
Services_Priority,1.05,7.29,689,60,0
Services_NonPriority,2.89,6.77,599,24,0
Agriculture,3.31,11.03,772,24,1
Agriculture,0.81,6.89,736,24,1
Services_NonPriority,0.79,7.17,713,60,0
Industry_Priority,1.86,12.23,672,36,0
Services_NonPriority,2.37,9.52,723,120,0
Services_Priority,1.36,12.99,797,36,0
Agriculture,2.45,11.78,712,60,0
Services_Priority,1.06,5.34,611,240,0
Services_NonPriority,0.46,10.97,492,60,0
Personal_NonPriority,1.26,12.58,723,24,0
Personal_NonPriority,1.69,12.6,640,120,0
Personal_Priority,1.38,10.96,694,12,0
Services_NonPriority,0.81,10.9,651,36,0
Industry_Priority,0.55,7.09,647,36,0
Services_Priority,1.2,5.49,654,24,0
Personal_NonPriority,2.79,6.94,659,60,0
Agriculture,3.46,3.01,746,60,0
Agriculture,3.32,12.03,734,36,0
Industry_Priority,1.0,7.15,627,36,0
Agriculture,0.81,11.87,635,36,0
Industry_Priority,2.19,4.31,722,36,0
Industry_NonPriority,2.38,11.25,763,24,0
Industry_NonPriority,2.07,6.52,762,36,0
Personal_NonPriority,0.49,4.15,639,60,0
Personal_NonPriority,0.97,12.88,759,60,0
Personal_Priority,1.6,11.32,593,36,0
Services_Priority,2.18,8.64,687,240,0
Personal_Priority,2.58,8.1,729,36,0
Industry_NonPriority,1.77,9.32,575,60,0
Services_Priority,1.98,8.58,825,12,0
Services_NonPriority,1.71,5.62,779,60,0
Industry_NonPriority,2.46,6.76,738,36,0
Industry_NonPriority,1.96,13.88,642,60,0
Industry_NonPriority,1.69,16.02,695,24,0
Services_Priority,1.39,12.69,747,36,0
Personal_NonPriority,1.71,9.43,632,120,0
Services_NonPriority,2.18,6.99,689,120,0
Agriculture,1.91,5.61,754,24,0
Personal_NonPriority,2.05,5.8,610,36,0
Industry_NonPriority,3.64,6.34,719,12,0
Personal_NonPriority,1.91,14.45,594,12,0
Services_NonPriority,1.1,13.42,643,24,0
Industry_NonPriority,2.77,10.24,669,36,0
Agriculture,0.72,5.12,730,120,0
Services_Priority,0.85,10.68,657,60,0
Industry_NonPriority,1.99,7.28,707,120,0
Services_NonPriority,2.22,1.54,658,120,0
Services_Priority,0.77,8.86,668,60,0
Agriculture,1.29,5.47,775,36,0
Personal_NonPriority,1.13,5.58,630,240,0
Personal_NonPriority,1.22,7.25,745,60,0
Industry_NonPriority,2.87,6.51,699,36,0
Industry_Priority,2.49,7.9,665,120,1
Services_Priority,1.61,7.75,626,12,0
Agriculture,1.17,2.37,631,60,0
Personal_NonPriority,0.72,12.56,655,24,0
Agriculture,3.82,5.05,690,120,0
Industry_NonPriority,2.32,5.14,736,120,0
Services_Priority,1.07,7.01,681,60,0
Industry_NonPriority,2.51,7.67,686,60,1
Services_NonPriority,1.56,12.38,694,120,0
Personal_NonPriority,1.37,8.81,728,36,0
Industry_Priority,2.11,9.7,738,240,0
Agriculture,1.04,8.82,616,36,0
Agriculture,1.32,8.69,683,120,0
Personal_NonPriority,1.75,8.93,773,60,0
Personal_NonPriority,1.21,2.2,621,36,0
Industry_NonPriority,2.43,7.25,704,12,0
Services_NonPriority,5.0,11.49,689,36,0
Services_NonPriority,1.04,19.83,665,120,0
Industry_Priority,0.6,4.39,795,36,0
Personal_NonPriority,0.49,9.27,702,36,0
Industry_NonPriority,1.49,6.29,790,36,0
Personal_Priority,1.09,14.14,700,36,0
Industry_NonPriority,1.84,3.94,727,36,0
Agriculture,1.76,9.87,665,36,0
Industry_Priority,0.62,3.78,666,240,0
Services_NonPriority,0.55,7.04,724,60,1
Agriculture,1.94,7.9,725,120,0
Services_NonPriority,1.77,11.21,735,60,0
Services_Priority,1.26,4.77,722,24,0
Personal_Priority,0.6,9.99,619,120,0
Services_Priority,2.16,8.06,651,12,0
Personal_Priority,3.49,8.82,750,36,0
Services_NonPriority,1.92,10.87,582,24,0
Services_Priority,0.98,4.15,717,60,0
Industry_NonPriority,1.67,10.43,693,36,0
Industry_NonPriority,0.72,6.29,750,60,0
Services_NonPriority,3.07,11.29,724,240,0
Personal_NonPriority,1.71,9.0,660,60,0
Services_NonPriority,0.56,7.37,657,36,0
Industry_Priority,1.36,6.23,668,60,0
Agriculture,2.15,10.47,734,120,0
Services_Priority,1.33,11.78,561,36,0
Industry_NonPriority,1.38,6.4,709,24,0
Agriculture,0.78,4.6,647,24,0
Industry_NonPriority,2.29,10.08,711,36,1
Industry_NonPriority,1.1,3.65,720,60,0
Personal_Priority,0.45,4.08,600,60,0
Services_NonPriority,1.3,4.81,686,36,0
Agriculture,2.93,6.75,709,60,0
Agriculture,1.29,3.99,705,60,0
Services_NonPriority,4.62,2.18,692,60,0
Industry_NonPriority,2.11,4.59,626,24,0
Services_NonPriority,1.99,9.93,635,36,0
Industry_NonPriority,1.51,4.19,617,36,0
Services_Priority,1.56,6.98,733,120,0
Personal_NonPriority,1.39,13.84,693,120,0
Services_NonPriority,1.36,7.85,696,36,0
Services_NonPriority,2.24,9.03,597,12,0
Services_Priority,0.93,5.16,697,120,0
Industry_NonPriority,0.85,14.49,738,36,0
Personal_Priority,0.83,6.38,589,24,0
Agriculture,5.55,7.32,667,24,0
Personal_NonPriority,2.24,11.95,605,12,0
Agriculture,1.95,7.45,674,36,0
Personal_NonPriority,0.86,8.14,645,36,0
Industry_NonPriority,2.37,7.15,722,60,0
Industry_Priority,1.52,7.18,710,240,0
Industry_NonPriority,1.85,9.11,777,24,0
Personal_NonPriority,0.91,9.66,696,24,0
Services_NonPriority,1.79,6.07,720,36,0
Personal_NonPriority,1.26,5.7,666,36,0
Services_NonPriority,1.03,6.17,633,60,0
Services_NonPriority,2.53,3.8,750,36,0
Personal_NonPriority,0.65,3.23,774,24,0
Services_Priority,2.28,8.89,742,60,0
Industry_NonPriority,2.45,10.82,707,120,0
Services_Priority,0.96,10.61,641,24,0
Personal_NonPriority,0.99,0.85,768,24,0
Personal_NonPriority,1.42,7.26,734,60,0
Agriculture,1.93,4.69,821,24,0
Services_NonPriority,1.48,8.43,630,36,0
Personal_NonPriority,2.11,6.75,751,120,0
Industry_Priority,4.69,9.78,732,24,0
Industry_NonPriority,1.2,7.94,679,120,0
Personal_NonPriority,0.58,2.31,781,60,0
Agriculture,2.67,5.1,724,24,0
Services_NonPriority,4.47,8.02,643,60,0
Services_Priority,2.06,8.27,692,60,0
Personal_NonPriority,0.85,3.78,643,24,0
Personal_NonPriority,1.51,3.39,671,24,0
Personal_NonPriority,0.83,8.17,742,60,0
Industry_NonPriority,2.39,3.79,759,60,0
Personal_NonPriority,0.72,2.99,713,36,0
Personal_NonPriority,1.36,6.66,654,12,1
Services_Priority,0.89,6.53,722,240,0
Personal_NonPriority,1.76,5.36,743,60,0
Agriculture,1.31,5.89,581,60,0
Industry_NonPriority,1.81,8.04,706,60,0
Services_Priority,1.65,5.84,688,36,0
Agriculture,0.9,8.21,757,240,0
Agriculture,2.37,6.86,723,24,0
Services_NonPriority,1.58,8.5,729,60,0
Personal_Priority,0.9,10.63,671,36,0
Services_NonPriority,6.24,10.52,700,120,0
Agriculture,2.17,11.86,756,60,0
Services_Priority,1.48,10.51,696,60,0
Industry_NonPriority,3.8,8.72,710,240,0
Services_NonPriority,4.91,6.7,607,240,0
Services_Priority,1.49,6.84,695,12,0
Services_NonPriority,2.0,5.37,579,24,0
Personal_NonPriority,0.9,8.01,669,60,0
Services_NonPriority,1.49,10.09,703,240,0
Services_Priority,1.44,5.82,746,36,0
Agriculture,1.82,7.89,640,12,0
Personal_NonPriority,1.99,5.97,722,60,0
Agriculture,2.28,8.63,788,24,0
Personal_NonPriority,1.88,6.35,661,60,0
Industry_NonPriority,0.79,5.78,607,36,0
Personal_NonPriority,0.93,5.96,717,60,0
Services_NonPriority,1.17,9.51,628,240,0
Personal_NonPriority,1.37,7.71,650,36,0
Personal_Priority,3.06,6.71,755,12,0
Services_NonPriority,0.81,8.78,812,60,0
Industry_NonPriority,1.31,6.76,639,36,0
Industry_NonPriority,2.88,11.38,655,120,0
Services_NonPriority,1.36,5.08,673,36,0
Personal_NonPriority,2.15,7.44,667,60,0
Personal_NonPriority,1.5,3.79,815,240,0
Services_NonPriority,1.9,6.96,668,36,0
Industry_NonPriority,1.42,2.96,676,240,0
Industry_NonPriority,2.43,10.24,796,24,0
Services_NonPriority,0.64,10.3,734,60,0
Services_Priority,1.31,10.35,759,12,0
Agriculture,1.94,8.09,645,24,0
Personal_Priority,2.24,5.36,668,60,0
Services_Priority,3.99,5.6,637,12,0
Services_Priority,1.29,12.59,748,24,0
Services_Priority,3.95,12.31,773,36,0
Agriculture,1.1,8.37,664,60,0
Agriculture,3.61,6.45,678,12,0
Personal_NonPriority,2.66,12.11,680,36,0
Industry_NonPriority,0.94,5.92,607,60,0
Personal_Priority,1.96,8.69,659,36,0
Services_NonPriority,1.58,12.06,746,12,0
Industry_Priority,2.37,5.49,647,60,0
Personal_NonPriority,1.42,10.49,705,60,0
Services_NonPriority,1.35,9.56,621,60,0
Agriculture,3.7,7.88,691,60,0
Industry_NonPriority,1.53,5.02,666,24,0
Personal_NonPriority,2.67,5.83,626,60,0
Personal_NonPriority,1.42,8.87,747,24,0
Industry_NonPriority,4.42,3.73,750,36,0
Services_NonPriority,1.08,8.39,641,12,0
Industry_Priority,1.13,9.62,687,120,0
Personal_NonPriority,4.06,10.96,702,60,0
Services_Priority,1.25,3.8,591,240,0
Personal_NonPriority,4.25,11.95,616,240,0
Services_NonPriority,2.78,13.09,777,240,0
Services_NonPriority,1.48,9.23,636,24,0
Industry_NonPriority,0.55,4.89,775,60,0
Services_Priority,1.61,7.02,619,36,0
Industry_Priority,1.73,7.86,739,60,0
Services_Priority,3.28,8.81,681,36,0
Industry_Priority,4.22,8.07,689,12,1
Services_NonPriority,1.08,8.84,811,60,0
Personal_Priority,2.63,7.73,624,240,0
Agriculture,2.58,8.8,735,60,0
Personal_NonPriority,3.1,6.62,733,36,0
Personal_NonPriority,2.2,6.99,850,240,0
Personal_NonPriority,0.51,6.27,635,36,0
Personal_NonPriority,1.48,13.75,662,240,0
Industry_Priority,0.81,12.39,748,120,0
Personal_Priority,1.44,9.67,687,60,0
Services_NonPriority,2.93,11.98,672,60,0
Services_NonPriority,1.95,10.4,757,60,0
Industry_Priority,3.24,8.54,684,60,1
Personal_NonPriority,2.0,3.48,646,24,0
Services_Priority,0.75,7.21,743,60,0
Services_Priority,0.36,6.99,722,12,0
Industry_NonPriority,1.78,4.6,681,60,0
Industry_NonPriority,1.43,3.54,678,60,0
Industry_NonPriority,0.91,9.48,645,36,0
Agriculture,0.59,8.97,743,120,0
Personal_NonPriority,1.05,4.5,678,36,0
Services_Priority,1.45,5.76,653,36,0
Agriculture,2.43,11.48,622,12,0
Personal_NonPriority,1.82,5.37,723,36,0
Personal_NonPriority,4.27,8.51,669,24,0
Personal_NonPriority,0.87,7.43,579,36,1
Personal_NonPriority,2.76,9.52,627,36,0
Services_NonPriority,1.67,5.43,685,12,0
Industry_NonPriority,2.47,8.27,687,36,0
Agriculture,1.25,8.51,685,60,0
Industry_NonPriority,3.1,8.69,677,60,0
Personal_Priority,1.94,8.24,611,36,0
Services_Priority,1.08,9.03,647,120,0
Services_NonPriority,1.62,14.58,771,12,0
Industry_NonPriority,1.41,15.68,762,60,0
Agriculture,2.18,6.08,734,120,1
Services_Priority,0.8,1.05,729,12,0
Services_NonPriority,1.6,9.79,754,36,0
Agriculture,2.06,8.56,632,60,0
Personal_NonPriority,1.66,11.18,701,24,0
Industry_NonPriority,3.65,8.85,632,36,0
Industry_NonPriority,2.59,8.18,633,120,0
Industry_NonPriority,1.62,11.39,722,60,0
Personal_NonPriority,1.85,11.81,756,36,0
Personal_Priority,1.94,3.84,688,120,0
Services_NonPriority,2.07,5.55,798,60,0
Industry_NonPriority,0.54,7.68,712,36,0
Services_Priority,1.36,8.3,653,36,0
Personal_NonPriority,0.67,7.32,634,60,0
Services_NonPriority,3.5,9.3,761,36,0
Services_NonPriority,1.57,10.99,707,60,0
Personal_NonPriority,1.45,13.17,740,36,0
Personal_NonPriority,2.79,9.74,540,36,0
Services_NonPriority,2.1,5.44,714,36,0
Personal_NonPriority,0.83,7.56,669,240,0
Services_NonPriority,1.56,7.77,616,120,0
Services_NonPriority,1.33,9.54,696,60,0
Services_NonPriority,0.57,9.16,765,60,0
Services_NonPriority,1.08,14.15,835,12,0
Industry_Priority,1.46,6.62,714,60,0
Personal_NonPriority,1.52,9.15,657,36,0
Personal_NonPriority,0.67,15.06,653,60,0
Agriculture,3.25,6.24,757,120,0
Personal_NonPriority,1.53,8.44,640,12,0
Agriculture,1.66,5.17,737,60,0
Personal_Priority,2.07,8.25,717,60,0
Services_NonPriority,1.01,5.66,710,24,0
Industry_Priority,2.14,11.14,605,60,0
Personal_NonPriority,1.31,8.44,678,60,0
Personal_NonPriority,0.95,5.19,612,120,0
Industry_NonPriority,2.3,10.52,664,24,0
Agriculture,3.98,8.54,755,36,0
Services_Priority,2.51,10.86,773,240,1
Services_NonPriority,2.83,4.56,712,60,0
Personal_NonPriority,1.19,9.11,665,60,0
Services_NonPriority,0.62,10.32,795,36,0
Services_Priority,3.98,6.73,664,12,0
Services_NonPriority,5.58,4.22,631,240,0
Industry_NonPriority,4.11,7.88,741,24,0
Services_NonPriority,1.33,11.68,727,240,0
Agriculture,0.81,11.38,667,24,1
Services_NonPriority,0.86,6.71,706,24,0
